Area  ,Item             ,Year ,hg/ha_yield ,average_rain_fall_mm_per_year ,pesticides_tonnes ,avg_temp ,kg_per_ha_yield
India ,Sorghum          ,1992 ,       9820 ,                         1083 ,         70791.0  ,   25.89 ,          982.0
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.69 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.82 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.09 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   23.79 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.16 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.91 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.52 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.41 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   27.24 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.41 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.73 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.27 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   23.79 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.32 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.52 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.58 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.14 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.37 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   24.62 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.78 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   26.78 ,          894.7
India ,Soybeans         ,1992 ,       8947 ,                         1083 ,         70791.0  ,   25.89 ,          894.7
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.69 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.82 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.09 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   23.79 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.16 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.91 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.52 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.41 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   27.24 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.41 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.73 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.27 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   23.79 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.32 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.52 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.58 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.14 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.37 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   24.62 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.78 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   26.78 ,         8283.5
India ,Sweet Potatoes   ,1992 ,      82835 ,                         1083 ,         70791.0  ,   25.89 ,         8283.5
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.69 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.82 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.09 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   23.79 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.16 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.91 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.52 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.41 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   27.24 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.41 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.73 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.27 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   23.79 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.32 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.52 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.58 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.14 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.37 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   24.62 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.78 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   26.78 ,         2394.0
India ,Wheat            ,1992 ,      23940 ,                         1083 ,         70791.0  ,   25.89 ,         2394.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.88 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   27.46 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   26.1  ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   24.34 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.22 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.75 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.92 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   26.34 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   27.24 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.5  ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   26.32 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.27 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   24.34 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   26.07 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.92 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.66 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.06 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   27.07 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   24.74 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   27.04 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   27.04 ,        23043.0
India ,Cassava          ,1993 ,     230430 ,                         1083 ,         66388.0  ,   25.97 ,        23043.0
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.88 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   27.46 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   26.1  ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   24.34 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.22 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.75 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.92 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   26.34 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   27.24 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.5  ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   26.32 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.27 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   24.34 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   26.07 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.92 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.66 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.06 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   27.07 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   24.74 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   27.04 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   27.04 ,         1601.5
India ,Maize            ,1993 ,      16015 ,                         1083 ,         66388.0  ,   25.97 ,         1601.5
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.88 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   27.46 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   26.1  ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   24.34 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.22 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.75 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.92 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   26.34 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   27.24 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.5  ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   26.32 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.27 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   24.34 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   26.07 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.92 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.66 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.06 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   27.07 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   24.74 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   27.04 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   27.04 ,        14902.4
India ,Potatoes         ,1993 ,     149024 ,                         1083 ,         66388.0  ,   25.97 ,        14902.4
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.88 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   27.46 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   26.1  ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   24.34 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.22 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.75 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.92 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   26.34 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   27.24 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.5  ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   26.32 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.27 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   24.34 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   26.07 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.92 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.66 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.06 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   27.07 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   24.74 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   27.04 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   27.04 ,         2830.3
India ,"""Rice Paddy""" ,1993 ,      28303 ,                         1083 ,         66388.0  ,   25.97 ,         2830.3
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.88 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   27.46 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   26.1  ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   24.34 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.22 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.75 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.92 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   26.34 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   27.24 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.5  ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   26.32 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.27 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   24.34 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   26.07 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.92 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.66 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.06 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   27.07 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   24.74 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   27.04 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   27.04 ,          898.1
India ,Sorghum          ,1993 ,       8981 ,                         1083 ,         66388.0  ,   25.97 ,          898.1
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.88 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   27.46 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   26.1  ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   24.34 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.22 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.75 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.92 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   26.34 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   27.24 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.5  ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   26.32 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.27 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   24.34 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   26.07 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.92 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.66 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.06 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   27.07 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   24.74 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   27.04 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   27.04 ,         1085.7
India ,Soybeans         ,1993 ,      10857 ,                         1083 ,         66388.0  ,   25.97 ,         1085.7
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.88 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   27.46 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   26.1  ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   24.34 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.22 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.75 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.92 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   26.34 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   27.24 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.5  ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   26.32 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.27 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   24.34 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   26.07 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.92 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.66 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.06 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   27.07 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   24.74 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   27.04 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   27.04 ,         8596.2
India ,Sweet Potatoes   ,1993 ,      85962 ,                         1083 ,         66388.0  ,   25.97 ,         8596.2
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.88 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   27.46 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   26.1  ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   24.34 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.22 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.75 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.92 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   26.34 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   27.24 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.5  ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   26.32 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.27 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   24.34 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   26.07 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.92 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.66 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.06 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   27.07 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   24.74 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   27.04 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   27.04 ,         2326.7
India ,Wheat            ,1993 ,      23267 ,                         1083 ,         66388.0  ,   25.97 ,         2326.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.75 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.74 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.03 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   24.29 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.22 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.33 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.87 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.54 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   27.07 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.01 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.92 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.33 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   24.29 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.75 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.87 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.71 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   24.84 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.46 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   24.71 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.55 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   26.55 ,        24527.7
India ,Cassava          ,1994 ,     245277 ,                         1083 ,         61357.0  ,   25.95 ,        24527.7
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.75 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   26.74 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   26.03 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   24.29 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.22 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.33 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.87 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   26.54 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   27.07 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.01 ,         1448.0
India ,Maize            ,1994 ,      14480 ,                         1083 ,         61357.0  ,   25.92 ,         1448.0
