Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,yield_kg_ha,heat_stress_degreedays,drought_intensity,ndvi,ndvi_adjusted,soil_ph,soil_nitrogen,soil_organic_carbon,msp_trend,temp_rainfall_interaction,rainfall_deviation,rainfall_squared,temp_squared,pesticide_per_rainfall,year_normalized
India ,Sweet Potatoes   ,1994,1083,61357.0,26.54,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28742.82,0.0,1172889,704.3716,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,27.07,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,29316.81,0.0,1172889,732.7849,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.01,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27085.83,0.0,1172889,625.5001000000001,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.92,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28071.36,0.0,1172889,671.8464000000001,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.33,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27432.39,0.0,1172889,641.6089,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,24.29,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26306.07,0.0,1172889,590.0041,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.75,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27887.25,0.0,1172889,663.0625,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.87,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28017.210000000003,0.0,1172889,669.2569000000001,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.71,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27843.93,0.0,1172889,661.0041,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,24.84,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26901.72,0.0,1172889,617.0255999999999,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,26.46,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28656.18,0.0,1172889,700.1316,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,24.71,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26760.93,0.0,1172889,610.5841,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,26.55,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28753.65,0.0,1172889,704.9025,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,26.55,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28753.65,0.0,1172889,704.9025,56.60239852398524,0.17391304347826086
India ,Sweet Potatoes   ,1994,1083,61357.0,25.95,8482.3,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28103.85,0.0,1172889,673.4024999999999,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.75,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27887.25,0.0,1172889,663.0625,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.74,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28959.42,0.0,1172889,715.0275999999999,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.03,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28190.49,0.0,1172889,677.5609000000001,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,24.29,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26306.07,0.0,1172889,590.0041,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.22,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27313.26,0.0,1172889,636.0483999999999,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.33,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27432.39,0.0,1172889,641.6089,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.87,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28017.210000000003,0.0,1172889,669.2569000000001,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.54,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28742.82,0.0,1172889,704.3716,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,27.07,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,29316.81,0.0,1172889,732.7849,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.01,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27085.83,0.0,1172889,625.5001000000001,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.92,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28071.36,0.0,1172889,671.8464000000001,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.33,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27432.39,0.0,1172889,641.6089,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,24.29,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26306.07,0.0,1172889,590.0041,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.75,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27887.25,0.0,1172889,663.0625,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.87,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28017.210000000003,0.0,1172889,669.2569000000001,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.71,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,27843.93,0.0,1172889,661.0041,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,24.84,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26901.72,0.0,1172889,617.0255999999999,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.46,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28656.18,0.0,1172889,700.1316,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,24.71,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,26760.93,0.0,1172889,610.5841,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.55,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28753.65,0.0,1172889,704.9025,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,26.55,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28753.65,0.0,1172889,704.9025,56.60239852398524,0.17391304347826086
India ,Wheat            ,1994,1083,61357.0,25.95,2379.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.12,28103.85,0.0,1172889,673.4024999999999,56.60239852398524,0.17391304347826086
India ,Cassava          ,1995,1083,61257.0,25.86,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28006.38,0.0,1172889,668.7396,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,27.2,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29457.6,0.0,1172889,739.8399999999999,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.15,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28320.449999999997,0.0,1172889,683.8224999999999,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,24.04,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.44,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27551.52,0.0,1172889,647.1936000000001,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.73,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27865.59,0.0,1172889,662.0329,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.92,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.62,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28829.460000000003,0.0,1172889,708.6244,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,27.24,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29500.92,0.0,1172889,742.0175999999999,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.5,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27616.5,0.0,1172889,650.25,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.13,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28298.789999999997,0.0,1172889,682.7769,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.55,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27670.65,0.0,1172889,652.8025,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,24.04,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.04,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28201.32,0.0,1172889,678.0816,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.92,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.76,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27898.08,0.0,1172889,663.5776000000001,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,25.24,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27334.92,0.0,1172889,637.0575999999999,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.72,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28937.76,0.0,1172889,713.9584,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,24.64,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26685.12,0.0,1172889,607.1296,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,27.03,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,27.03,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Cassava          ,1995,1083,61257.0,26.01,25277.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28168.83,0.0,1172889,676.5201000000001,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.86,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28006.38,0.0,1172889,668.7396,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,27.2,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29457.6,0.0,1172889,739.8399999999999,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.15,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28320.449999999997,0.0,1172889,683.8224999999999,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,24.04,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.44,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27551.52,0.0,1172889,647.1936000000001,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.73,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27865.59,0.0,1172889,662.0329,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.92,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.62,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28829.460000000003,0.0,1172889,708.6244,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,27.24,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29500.92,0.0,1172889,742.0175999999999,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.5,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27616.5,0.0,1172889,650.25,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.13,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28298.789999999997,0.0,1172889,682.7769,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.55,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27670.65,0.0,1172889,652.8025,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,24.04,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.04,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28201.32,0.0,1172889,678.0816,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.92,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.76,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27898.08,0.0,1172889,663.5776000000001,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,25.24,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27334.92,0.0,1172889,637.0575999999999,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.72,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28937.76,0.0,1172889,713.9584,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,24.64,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26685.12,0.0,1172889,607.1296,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,27.03,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,27.03,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Maize            ,1995,1083,61257.0,26.01,1594.6,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28168.83,0.0,1172889,676.5201000000001,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.86,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28006.38,0.0,1172889,668.7396,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,27.2,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29457.6,0.0,1172889,739.8399999999999,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.15,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28320.449999999997,0.0,1172889,683.8224999999999,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,24.04,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.44,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27551.52,0.0,1172889,647.1936000000001,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.73,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27865.59,0.0,1172889,662.0329,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.92,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.62,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28829.460000000003,0.0,1172889,708.6244,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,27.24,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29500.92,0.0,1172889,742.0175999999999,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.5,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27616.5,0.0,1172889,650.25,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.13,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28298.789999999997,0.0,1172889,682.7769,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.55,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27670.65,0.0,1172889,652.8025,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,24.04,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.04,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28201.32,0.0,1172889,678.0816,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.92,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.76,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27898.08,0.0,1172889,663.5776000000001,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,25.24,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27334.92,0.0,1172889,637.0575999999999,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.72,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28937.76,0.0,1172889,713.9584,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,24.64,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26685.12,0.0,1172889,607.1296,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,27.03,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,27.03,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,Potatoes         ,1995,1083,61257.0,26.01,16272.0,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28168.83,0.0,1172889,676.5201000000001,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.86,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28006.38,0.0,1172889,668.7396,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,27.2,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29457.6,0.0,1172889,739.8399999999999,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.15,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28320.449999999997,0.0,1172889,683.8224999999999,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,24.04,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.44,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27551.52,0.0,1172889,647.1936000000001,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.73,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27865.59,0.0,1172889,662.0329,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.92,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.62,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28829.460000000003,0.0,1172889,708.6244,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,27.24,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29500.92,0.0,1172889,742.0175999999999,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.5,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27616.5,0.0,1172889,650.25,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.13,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28298.789999999997,0.0,1172889,682.7769,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.55,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27670.65,0.0,1172889,652.8025,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,24.04,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.04,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28201.32,0.0,1172889,678.0816,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.92,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.76,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27898.08,0.0,1172889,663.5776000000001,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,25.24,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27334.92,0.0,1172889,637.0575999999999,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.72,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28937.76,0.0,1172889,713.9584,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,24.64,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26685.12,0.0,1172889,607.1296,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,27.03,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,27.03,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29273.49,0.0,1172889,730.6209,56.510147601476014,0.21739130434782608
India ,"""Rice Paddy"" ",1995,1083,61257.0,26.01,2697.2,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28168.83,0.0,1172889,676.5201000000001,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.86,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28006.38,0.0,1172889,668.7396,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,27.2,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29457.6,0.0,1172889,739.8399999999999,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,26.15,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28320.449999999997,0.0,1172889,683.8224999999999,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,24.04,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.44,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27551.52,0.0,1172889,647.1936000000001,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.73,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27865.59,0.0,1172889,662.0329,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.92,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,26.62,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28829.460000000003,0.0,1172889,708.6244,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,27.24,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,29500.92,0.0,1172889,742.0175999999999,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.5,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27616.5,0.0,1172889,650.25,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,26.13,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28298.789999999997,0.0,1172889,682.7769,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.55,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27670.65,0.0,1172889,652.8025,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,24.04,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,26035.32,0.0,1172889,577.9216,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,26.04,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28201.32,0.0,1172889,678.0816,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.92,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,28071.36,0.0,1172889,671.8464000000001,56.510147601476014,0.21739130434782608
India ,Sorghum          ,1995,1083,61257.0,25.76,823.5,0.0,0.0,0.65,1.0,6.5,150,12.5,1.15,27898.08,0.0,1172889,663.5776000000001,56.510147601476014,0.21739130434782608
