Unnamed: 0, Area , Item          , Year, hg/ha_yield, average_rain_fall_mm_per_year, pesticides_tonnes, avg_temp, kg_per_ha_yield
     11244, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    24.84,          1448.0
     11245, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    26.46,          1448.0
     11246, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    24.71,          1448.0
     11247, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    26.55,          1448.0
     11248, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    26.55,          1448.0
     11249, India, Maize         , 1994,       14480,                        1083.0,          61357.0 ,    25.95,          1448.0
     11250, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.75,         16610.1
     11251, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.74,         16610.1
     11252, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.03,         16610.1
     11253, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    24.29,         16610.1
     11254, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.22,         16610.1
     11255, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.33,         16610.1
     11256, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.87,         16610.1
     11257, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.54,         16610.1
     11258, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    27.07,         16610.1
     11259, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.01,         16610.1
     11260, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.92,         16610.1
     11261, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.33,         16610.1
     11262, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    24.29,         16610.1
     11263, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.75,         16610.1
     11264, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.87,         16610.1
     11265, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.71,         16610.1
     11266, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    24.84,         16610.1
     11267, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.46,         16610.1
     11268, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    24.71,         16610.1
     11269, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.55,         16610.1
     11270, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    26.55,         16610.1
     11271, India, Potatoes      , 1994,      166101,                        1083.0,          61357.0 ,    25.95,         16610.1
     11272, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.75,          2864.5
     11273, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.74,          2864.5
     11274, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.03,          2864.5
     11275, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    24.29,          2864.5
     11276, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.22,          2864.5
     11277, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.33,          2864.5
     11278, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.87,          2864.5
     11279, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.54,          2864.5
     11280, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    27.07,          2864.5
     11281, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.01,          2864.5
     11282, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.92,          2864.5
     11283, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.33,          2864.5
     11284, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    24.29,          2864.5
     11285, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.75,          2864.5
     11286, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.87,          2864.5
     11287, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.71,          2864.5
     11288, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    24.84,          2864.5
     11289, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.46,          2864.5
     11290, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    24.71,          2864.5
     11291, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.55,          2864.5
     11292, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    26.55,          2864.5
     11293, India, "Rice, paddy" , 1994,       28645,                        1083.0,          61357.0 ,    25.95,          2864.5
     11294, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.75,           778.6
     11295, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.74,           778.6
     11296, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.03,           778.6
     11297, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    24.29,           778.6
     11298, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.22,           778.6
     11299, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.33,           778.6
     11300, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.87,           778.6
     11301, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.54,           778.6
     11302, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    27.07,           778.6
     11303, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.01,           778.6
     11304, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.92,           778.6
     11305, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.33,           778.6
     11306, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    24.29,           778.6
     11307, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.75,           778.6
     11308, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.87,           778.6
     11309, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.71,           778.6
     11310, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    24.84,           778.6
     11311, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.46,           778.6
     11312, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    24.71,           778.6
     11313, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.55,           778.6
     11314, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    26.55,           778.6
     11315, India, Sorghum       , 1994,        7786,                        1083.0,          61357.0 ,    25.95,           778.6
     11316, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.75,           910.6
     11317, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.74,           910.6
     11318, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.03,           910.6
     11319, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    24.29,           910.6
     11320, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.22,           910.6
     11321, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.33,           910.6
     11322, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.87,           910.6
     11323, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.54,           910.6
     11324, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    27.07,           910.6
     11325, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.01,           910.6
     11326, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.92,           910.6
     11327, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.33,           910.6
     11328, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    24.29,           910.6
     11329, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.75,           910.6
     11330, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.87,           910.6
     11331, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.71,           910.6
     11332, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    24.84,           910.6
     11333, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.46,           910.6
     11334, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    24.71,           910.6
     11335, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.55,           910.6
     11336, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    26.55,           910.6
     11337, India, Soybeans      , 1994,        9106,                        1083.0,          61357.0 ,    25.95,           910.6
     11338, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.75,          8482.3
     11339, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.74,          8482.3
     11340, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.03,          8482.3
     11341, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    24.29,          8482.3
     11342, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.22,          8482.3
     11343, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.33,          8482.3
     11344, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.87,          8482.3
     11345, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.54,          8482.3
     11346, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    27.07,          8482.3
     11347, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.01,          8482.3
     11348, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.92,          8482.3
     11349, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.33,          8482.3
     11350, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    24.29,          8482.3
     11351, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.75,          8482.3
     11352, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.87,          8482.3
     11353, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.71,          8482.3
     11354, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    24.84,          8482.3
     11355, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.46,          8482.3
     11356, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    24.71,          8482.3
     11357, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.55,          8482.3
     11358, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    26.55,          8482.3
     11359, India, Sweet potatoes, 1994,       84823,                        1083.0,          61357.0 ,    25.95,          8482.3
     11360, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.75,          2379.6
     11361, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.74,          2379.6
     11362, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.03,          2379.6
     11363, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    24.29,          2379.6
     11364, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.22,          2379.6
     11365, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.33,          2379.6
     11366, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.87,          2379.6
     11367, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.54,          2379.6
     11368, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    27.07,          2379.6
     11369, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.01,          2379.6
     11370, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.92,          2379.6
     11371, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.33,          2379.6
     11372, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    24.29,          2379.6
     11373, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.75,          2379.6
     11374, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.87,          2379.6
     11375, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.71,          2379.6
     11376, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    24.84,          2379.6
     11377, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.46,          2379.6
     11378, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    24.71,          2379.6
     11379, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.55,          2379.6
     11380, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    26.55,          2379.6
     11381, India, Wheat         , 1994,       23796,                        1083.0,          61357.0 ,    25.95,          2379.6
     11382, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.86,         25277.5
     11383, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    27.2 ,         25277.5
     11384, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.15,         25277.5
     11385, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    24.04,         25277.5
     11386, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.44,         25277.5
     11387, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.73,         25277.5
     11388, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.92,         25277.5
     11389, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.62,         25277.5
     11390, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    27.24,         25277.5
     11391, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.5 ,         25277.5
     11392, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.13,         25277.5
     11393, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.55,         25277.5
     11394, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    24.04,         25277.5
     11395, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.04,         25277.5
     11396, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.92,         25277.5
     11397, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.76,         25277.5
     11398, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    25.24,         25277.5
     11399, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.72,         25277.5
     11400, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    24.64,         25277.5
     11401, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    27.03,         25277.5
     11402, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    27.03,         25277.5
     11403, India, Cassava       , 1995,      252775,                        1083.0,          61257.0 ,    26.01,         25277.5
     11404, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.86,          1594.6
     11405, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    27.2 ,          1594.6
     11406, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.15,          1594.6
     11407, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    24.04,          1594.6
     11408, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.44,          1594.6
     11409, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.73,          1594.6
     11410, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.92,          1594.6
     11411, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.62,          1594.6
     11412, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    27.24,          1594.6
     11413, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.5 ,          1594.6
     11414, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.13,          1594.6
     11415, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.55,          1594.6
     11416, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    24.04,          1594.6
     11417, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.04,          1594.6
     11418, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.92,          1594.6
     11419, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.76,          1594.6
     11420, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    25.24,          1594.6
     11421, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.72,          1594.6
     11422, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    24.64,          1594.6
     11423, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    27.03,          1594.6
     11424, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    27.03,          1594.6
     11425, India, Maize         , 1995,       15946,                        1083.0,          61257.0 ,    26.01,          1594.6
     11426, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.86,         16272.0
     11427, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    27.2 ,         16272.0
     11428, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.15,         16272.0
     11429, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    24.04,         16272.0
     11430, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.44,         16272.0
     11431, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.73,         16272.0
     11432, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.92,         16272.0
     11433, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.62,         16272.0
     11434, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    27.24,         16272.0
     11435, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.5 ,         16272.0
     11436, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.13,         16272.0
     11437, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.55,         16272.0
     11438, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    24.04,         16272.0
     11439, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.04,         16272.0
     11440, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.92,         16272.0
     11441, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.76,         16272.0
     11442, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    25.24,         16272.0
     11443, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.72,         16272.0
     11444, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    24.64,         16272.0
     11445, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    27.03,         16272.0
     11446, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    27.03,         16272.0
     11447, India, Potatoes      , 1995,      162720,                        1083.0,          61257.0 ,    26.01,         16272.0
     11448, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.86,          2697.2
     11449, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    27.2 ,          2697.2
     11450, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.15,          2697.2
     11451, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    24.04,          2697.2
     11452, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.44,          2697.2
     11453, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.73,          2697.2
     11454, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.92,          2697.2
     11455, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.62,          2697.2
     11456, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    27.24,          2697.2
     11457, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.5 ,          2697.2
     11458, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.13,          2697.2
     11459, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.55,          2697.2
     11460, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    24.04,          2697.2
     11461, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.04,          2697.2
     11462, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.92,          2697.2
     11463, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.76,          2697.2
     11464, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    25.24,          2697.2
     11465, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.72,          2697.2
     11466, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    24.64,          2697.2
     11467, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    27.03,          2697.2
     11468, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    27.03,          2697.2
     11469, India, "Rice, paddy" , 1995,       26972,                        1083.0,          61257.0 ,    26.01,          2697.2
     11470, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.86,           823.5
     11471, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    27.2 ,           823.5
     11472, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.15,           823.5
     11473, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    24.04,           823.5
     11474, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.44,           823.5
     11475, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.73,           823.5
     11476, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.92,           823.5
     11477, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.62,           823.5
     11478, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    27.24,           823.5
     11479, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.5 ,           823.5
     11480, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.13,           823.5
     11481, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.55,           823.5
     11482, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    24.04,           823.5
     11483, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.04,           823.5
     11484, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.92,           823.5
     11485, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.76,           823.5
     11486, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    25.24,           823.5
     11487, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.72,           823.5
     11488, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    24.64,           823.5
     11489, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    27.03,           823.5
     11490, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    27.03,           823.5
     11491, India, Sorghum       , 1995,        8235,                        1083.0,          61257.0 ,    26.01,           823.5
     11492, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.86,          1012.1
     11493, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    27.2 ,          1012.1
     11494, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.15,          1012.1
     11495, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    24.04,          1012.1
     11496, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.44,          1012.1
     11497, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.73,          1012.1
     11498, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.92,          1012.1
     11499, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.62,          1012.1
     11500, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    27.24,          1012.1
     11501, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.5 ,          1012.1
     11502, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.13,          1012.1
     11503, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.55,          1012.1
     11504, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    24.04,          1012.1
     11505, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.04,          1012.1
     11506, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.92,          1012.1
     11507, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.76,          1012.1
     11508, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    25.24,          1012.1
     11509, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.72,          1012.1
     11510, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    24.64,          1012.1
     11511, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    27.03,          1012.1
     11512, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    27.03,          1012.1
     11513, India, Soybeans      , 1995,       10121,                        1083.0,          61257.0 ,    26.01,          1012.1
     11514, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.86,          8064.3
     11515, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    27.2 ,          8064.3
     11516, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.15,          8064.3
     11517, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    24.04,          8064.3
     11518, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.44,          8064.3
     11519, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.73,          8064.3
     11520, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.92,          8064.3
     11521, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.62,          8064.3
     11522, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    27.24,          8064.3
     11523, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.5 ,          8064.3
     11524, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.13,          8064.3
     11525, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.55,          8064.3
     11526, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    24.04,          8064.3
     11527, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.04,          8064.3
     11528, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.92,          8064.3
     11529, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.76,          8064.3
     11530, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    25.24,          8064.3
     11531, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.72,          8064.3
     11532, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    24.64,          8064.3
     11533, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    27.03,          8064.3
     11534, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    27.03,          8064.3
     11535, India, Sweet potatoes, 1995,       80643,                        1083.0,          61257.0 ,    26.01,          8064.3
     11536, India, Wheat         , 1995,       25590,                        1083.0,          61257.0 ,    25.86,          2559.0
     11537, India, Wheat         , 1995,       25590,                        1083.0,          61257.0 ,    27.2 ,          2559.0
